scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,url,user_login,positional_accuracy,geoprivacy,captive_cultivated,genus,id,flowering
Angophora hispida,2020-03-21 16:29:00 +1100,"No idea what this is, surely easier for someone else! Note the next photo is a caterpillar on a leaf of this species.","Bobbin Head Trail, North Turramurra NSW 2074, Australia",-33.6777216,151.1580062,,https://www.inaturalist.org/observations/40346205,pratyeka,195,,FALSE,Angophora,40346205,2
Angophora subvelutina,2020-02-01 08:42:00 +1000,Broad leaved apple,"Mount Mort QLD 4340, Australia",-27.80334164,152.4178,,https://www.inaturalist.org/observations/40866531,martinbennett,NA,,FALSE,Angophora,40866531,0
Angophora leiocarpa,2014-12-04 12:30:00 +1000,Smooth barked apple,"Miles QLD 4415, Australia",-26.68603418,150.2177221,,https://www.inaturalist.org/observations/40866629,martinbennett,4,,FALSE,Angophora,40866629,1
Angophora costata,2020-03-31 16:03:57 +1100,,"Ku-Ring-Gai Chase National Park, Ku-Ring-Gai Chase, NSW, AU",-33.66384167,151.2545783,,https://www.inaturalist.org/observations/41097109,hughberry,9,,FALSE,Angophora,41097109,0
Angophora hispida,2020-04-02 09:57:59 +1100,,Darnley Oval,-33.75038052,151.1656499,,https://www.inaturalist.org/observations/41200211,pratyeka,263,,FALSE,Angophora,41200211,0
Angophora hispida,2005-10-16 10:36:00 +1000,,"Royal National Park NSW 2233, Australia",-34.06211372,151.0594295,,https://www.inaturalist.org/observations/41347077,kalimata,31,,FALSE,Angophora,41347077,2
Angophora costata,2020-04-05 06:39:21 +1000,,"Harold Reid Reserve, Middle Cove, NSW, AU",-33.79590052,151.2158982,,https://www.inaturalist.org/observations/41391523,anna511,5,,FALSE,Angophora,41391523,0
Angophora subvelutina,2020-04-10 11:04:48 +1000,"Lovely Angophoras, pretty common to this immediate area.","Boonah QLD 4310, Australia",-28.0019154,152.6798917,,https://www.inaturalist.org/observations/41806282,themeda,23,,FALSE,Angophora,41806282,0
Angophora hispida,2020-03-22 14:40:39 +1100,,"Royal National Park, Sydney, NSW, AU",-34.12317155,151.0259651,,https://www.inaturalist.org/observations/41895949,itzelmuro,236,,FALSE,Angophora,41895949,0
Angophora leiocarpa,2011-06-24 11:24:00 -1000,,"Mount Moffatt QLD 4454, Australia",-24.98914156,147.9107052,,https://www.inaturalist.org/observations/42385694,dnicolle,2052,,FALSE,Angophora,42385694,0
Angophora hispida,2019-11-28 10:04:41 +1100,,"Georges River Nature Reserve, Kentlyn, NSW, AU",-34.04883154,150.8874876,,https://www.inaturalist.org/observations/42628423,polyscias099,47,,FALSE,Angophora,42628423,2
Angophora costata,2020-04-18 02:37:03 UTC,,Killcare Heights,-33.517355,151.368775,,https://www.inaturalist.org/observations/42824855,jillsville,NA,,FALSE,Angophora,42824855,0
Angophora woodsiana,2020-04-24 12:53:00 +1000,,"Gold Coast QLD, Australia",-27.95789232,153.3903866,,https://www.inaturalist.org/observations/43031250,aliciapowell,59,,FALSE,Angophora,43031250,2
Angophora costata,2020-04-24 15:47:19 +1000,,"Birdwood Gully Reserve, Springwood, NSW, AU",-33.69626802,150.5643189,,https://www.inaturalist.org/observations/43032266,jason867,5,,FALSE,Angophora,43032266,0
Angophora bakeri,2009-01-28 16:38:00 -1000,,"Glenbrook, Blue Mountains, NSW, Australia",-33.77697346,150.6183404,,https://www.inaturalist.org/observations/43032461,dnicolle,73,,FALSE,Angophora,43032461,0
Angophora subvelutina,2006-11-08 08:37:00 -1000,,"Carneys Creek QLD 4310, Australia",-28.18271275,152.5462457,,https://www.inaturalist.org/observations/43032463,dnicolle,242,,FALSE,Angophora,43032463,0
Angophora hispida,2020-04-25 09:06:45 +1000,,"Castle Hill, NSW, AU",-33.70903907,150.9846157,,https://www.inaturalist.org/observations/43202021,joelp,4,,FALSE,Angophora,43202021,0
Angophora bakeri,2020-04-25 10:46:59 +1000,,"Fred Caterson Reserve, Castle Hill, NSW, AU",-33.72059497,150.9856359,,https://www.inaturalist.org/observations/43222429,joelp,37,,FALSE,Angophora,43222429,0
Angophora costata,2020-04-25 11:04:41 +1000,,"Fred Caterson Reserve, Castle Hill, NSW, AU",-33.7187303,150.9845018,,https://www.inaturalist.org/observations/43225666,joelp,62,,FALSE,Angophora,43225666,0
Angophora subvelutina,2020-04-25 12:16:00 +1000,Creek apple,"Stockyard QLD 4344, Australia",-27.64879164,152.0442194,,https://www.inaturalist.org/observations/43300080,martinbennett,NA,,FALSE,Angophora,43300080,0
Angophora hispida,2020-04-26 16:33:00 +1000,,"Sydney NSW, Australia",-33.8098098,151.271312,,https://www.inaturalist.org/observations/43603822,lostinthebush,4,,FALSE,Angophora,43603822,2
Angophora hispida,2020-04-28 06:28:49 +1000,,"North Head, Manly, NSW, AU",-33.80297167,151.3008583,,https://www.inaturalist.org/observations/44066353,threskiornis,298,,FALSE,Angophora,44066353,0
Angophora crassifolia,2020-04-29 15:24:54 +1000,,"Beacon Hill NSW 2100, Australia",-33.74616239,151.2545624,,https://www.inaturalist.org/observations/44240384,jarrod25,NA,,FALSE,Angophora,44240384,2
Angophora costata,2020-04-25 09:42:30 +1000,,Turrella Reserve,-33.92689459,151.139661,,https://www.inaturalist.org/observations/44578046,t_plummetus,263,,FALSE,Angophora,44578046,0
Angophora woodsiana,2020-04-28 17:03:00 +1000,,"Nathan, Queensland, Australia",-27.55437778,153.0487972,,https://www.inaturalist.org/observations/44720952,gregtasney,10,,FALSE,Angophora,44720952,2
Angophora costata,2020-02-21 16:51:00 +1100,,"Berowra Heights NSW 2082, Australia",-33.61516667,151.1315306,,https://www.inaturalist.org/observations/44844728,pip_abraham,NA,,FALSE,Angophora,44844728,0
Angophora costata,2020-05-04 13:18:45 +1000,,"New South Wales, AU",-33.62159719,150.4712467,,https://www.inaturalist.org/observations/44845996,patrick_campbell,5,obscured,FALSE,Angophora,44845996,0
Angophora costata,2020-05-06 14:55:41 +1000,,"Turramurra NSW 2074, Australia",-33.7234476,151.1445285,,https://www.inaturalist.org/observations/45047144,nickfrench,15,,FALSE,Angophora,45047144,0
Angophora costata,2020-05-03 15:51:53 +1000,,"Patonga NSW 2256, Australia",-33.54988948,151.2879999,,https://www.inaturalist.org/observations/45050108,aliyegerman,263,,FALSE,Angophora,45050108,2
Angophora costata,2020-05-07 14:50:38 +1000,,"Wollstonecraft NSW 2065, Australia",-33.837374,151.1937819,,https://www.inaturalist.org/observations/45141043,harrydash,36,,FALSE,Angophora,45141043,0
Angophora woodsiana,2020-05-09 10:15:23 +1000,"Regional Ecosytem 12.9-10.4 lists A.leiocarpa and A.woodsiana. The bark matches A.woodsiana.

https://www.publications.qld.gov.au/dataset/49c6b036-f58a-48a1-bccf-95f2f6870381/resource/1771f391-44b9-4d25-8315-f92033610a9b/fs_download/re-seq-landzones.pdf

Also the only Angophora on this list:

https://wetlandinfo.des.qld.gov.au/wetlands/facts-maps/wildlife/?AreaID=conservation-park-toohey-forest

","Arkindale Street, Nathan, QLD, AU",-27.547779,153.04139,,https://www.inaturalist.org/observations/45324155,gregtasney,NA,,FALSE,Angophora,45324155,2
Angophora leiocarpa,2020-05-10 11:45:08 +1000,,"Yamanto QLD 4305, Australia",-27.6606151,152.75455,,https://www.inaturalist.org/observations/45437432,jackiebeer,17,,FALSE,Angophora,45437432,0
Angophora hispida,2020-05-17 14:20:13 +1000,,Eric Mobbs Reserve,-33.74809763,151.0112167,,https://www.inaturalist.org/observations/46355216,t_plummetus,263,,FALSE,Angophora,46355216,2
Angophora hispida,2020-05-20 11:55:10 +1000,,"Georges River Nature Reserve, Kentlyn, NSW, AU",-34.04525833,150.8838667,,https://www.inaturalist.org/observations/46568793,gtaseski,5,,FALSE,Angophora,46568793,0
Angophora subvelutina,2020-05-21 14:52:22 +1000,,"Mulgoa NSW 2745, Australia",-33.84965278,150.6326806,,https://www.inaturalist.org/observations/46700663,iambrodieann,NA,,FALSE,Angophora,46700663,0
Angophora leiocarpa,2020-05-22 11:08:00 +1000,Smooth barked apple,"Murphys Creek QLD 4352, Australia",-27.47622219,152.0350806,,https://www.inaturalist.org/observations/46827223,martinbennett,NA,,FALSE,Angophora,46827223,0
Angophora costata,2020-05-23 15:10:25 +1000,,"Springwood, NSW, AU",-33.695595,150.5650167,,https://www.inaturalist.org/observations/46935147,jenniferwilson2029,32,,FALSE,Angophora,46935147,0
Angophora hispida,2020-05-23 08:52:27 +1000,,"Royal National Park NSW 2233, Australia",-34.11573042,151.1039326,,https://www.inaturalist.org/observations/46950773,gregsteenbeeke,28,,FALSE,Angophora,46950773,0
Angophora hispida,2020-02-23 16:05:58 +1100,,"Royal National Park NSW 2233, Australia",-34.09175462,151.0227023,,https://www.inaturalist.org/observations/46956467,alexthomsen,1649,,FALSE,Angophora,46956467,0
Angophora costata,2014-04-27 13:01:00 +1000,,"Sydney NSW, Australia",-33.70728899,150.9922625,,https://www.inaturalist.org/observations/47078135,carranya,61,,FALSE,Angophora,47078135,0
Angophora robur,2020-05-24 14:34:34 +1000,,"Clarence Valley Bal, AU-NS, AU",-30.0268689,153.0123016,iNat 1st,https://www.inaturalist.org/observations/47078908,nicklambert,32,,FALSE,Angophora,47078908,0
Angophora bakeri,2020-05-25 11:39:08 +1000,,"Derby Street, Minto Heights, NSW, AU",-34.02516117,150.8703467,,https://www.inaturalist.org/observations/47228236,gtaseski,31,,FALSE,Angophora,47228236,0
Angophora hispida,2013-12-23 10:18:08 +1100,"Flowers and buds of Dwarf Apple Gum (Angophora hispida) in coastal heath near Waterfall, New South Wales, Australia. Photographed on 23 December 2013.

The flowers were attractive to at least two species of native bees.","Woronora Dam, New South Wales, Australia",-34.1551,150.9844,"Angophora, hispida, Angophora hispida, Dwarf Apple Gum, Waterfall, New South Wales, NSW, Australia, taxonomy:kingdom=Plantae, taxonomy:phylum=Magnoliophyta, taxonomy:class=Magnoliopsida, taxonomy:order=Myrtales, taxonomy:family=Myrtaceae, taxonomy:genus=Angophora, taxonomy:binomial=Angophora hispida, taxonomy:common=Dwarf Apple Gum, geocode:accuracy=50 meters, geocode:method=GPS, geo:country=Australia, Angophora hispida (Dwarf Apple Gum)",https://www.inaturalist.org/observations/47475192,arthur_chapman,50,,FALSE,Angophora,47475192,1
Angophora woodsiana,2020-05-27 10:57:00 +1000,"8483/84/85
","149 Acacia Rd, Karawatha QLD 4117, Australia",-27.6242398,153.0924976,,https://www.inaturalist.org/observations/47481098,leithallb,202,,FALSE,Angophora,47481098,2
Angophora costata,1979-09-11 13:41:18 +1000,"Apple Gum or Smooth-barked Apple (Angophora costata) in the Kur-Rin-Gai Chase National Park, north of Sydney, New South Wales, Australia. Photographed on 11 September 1979.

Digitised from a slide. The original slide, which is of higher quality, is held.","Pittwater, Ku-ring-gai Chase, AU-NS, AU",-33.5759,151.3037,"Angophora, costata, Angophora costata, Apple Gum, Smooth-barked Apple, Kur-Rin-Gai Chase National Park, Sydney, Australia, taxonomy:kingdom=Plantae, taxonomy:phylum=Magnoliophyta, taxonomy:class=Magnoliopsida, taxonomy:order=Myrtales, taxonomy:family=Myrtaceae, taxonomy:genus=Angophora, taxonomy:binomial=Angophora costata, taxonomy:common=Apple Gum, taxonomy:common=Smooth-barked Apple, geocode:accuracy=100 meters, geocode:method=Google Earth, geo:country=Australia, Angophora costata (Apple Gum)",https://www.inaturalist.org/observations/47670170,arthur_chapman,100,,FALSE,Angophora,47670170,0
Angophora floribunda,2014-01-21 02:56:24 +1100,Showing 2 features that separate Angophora from Eucalyptus ... opposite leaves and no operculum.,"E. Gippsland - Orbost, AU-VI, AU",-37.556972,149.758484,"bud, flower, leaf",https://www.inaturalist.org/observations/47698587,russellbest,NA,,FALSE,Angophora,47698587,1
Angophora floribunda,2013-01-20 02:25:58 +1100,,"E. Gippsland - Orbost, AU-VI, AU",-37.568422,149.760834,flower,https://www.inaturalist.org/observations/47709671,russellbest,NA,,FALSE,Angophora,47709671,1
Angophora hispida,2018-11-27 08:25:00 +1100,dwarf apple with many hungry insects,"North Turramurra NSW 2074, Australia",-33.68375431,151.1554781,,https://www.inaturalist.org/observations/48190344,flipperg,350,,FALSE,Angophora,48190344,1
Angophora costata,2020-05-27 11:49:00 +1000,,"Winmalee, Blue Mountains",-33.66912,150.62523,,https://www.inaturalist.org/observations/48608438,margaretjb,8,,FALSE,Angophora,48608438,0
Angophora hispida,2020-06-08 08:34:09 +1000,,"Ku-Ring-Gai Chase National Park, North Turramurra, NSW, AU",-33.68413833,151.1439222,,https://www.inaturalist.org/observations/48852281,stellap,24,,FALSE,Angophora,48852281,2
Angophora hispida,2020-06-09 11:59:45 +1000,,"Pittwater, Ku-ring-gai Chase, AU-NS, AU",-33.64293422,151.2654356,,https://www.inaturalist.org/observations/48980125,sc1234,5,,FALSE,Angophora,48980125,2
Angophora costata,2020-06-11 16:15:23 +1000,,"East Lindfield NSW 2070, Australia",-33.7702023,151.1948233,,https://www.inaturalist.org/observations/49202474,tpyne,NA,,FALSE,Angophora,49202474,0
Angophora costata,2020-06-12 07:31:06 +1000,,"Tom Hunter Park, Springwood, NSW, AU",-33.691875,150.5612633,,https://www.inaturalist.org/observations/49302870,jenniferwilson2029,8,,FALSE,Angophora,49302870,0
Angophora costata,2020-06-12 07:36:09 +1000,,"Tom Hunter Park, Springwood, NSW, AU",-33.69185,150.561705,,https://www.inaturalist.org/observations/49302942,jenniferwilson2029,6,,FALSE,Angophora,49302942,0
Angophora hispida,2020-06-13 09:37:00 +1000,,"North Turramurra NSW 2074, Australia",-33.68543169,151.15404,,https://www.inaturalist.org/observations/49390941,pratyeka,269,,FALSE,Angophora,49390941,2
Angophora hispida,2020-06-13 09:37:00 +1000,,"North Turramurra NSW 2074, Australia",-33.68543169,151.15404,,https://www.inaturalist.org/observations/49390992,pratyeka,269,,FALSE,Angophora,49390992,2
Angophora costata,2020-06-05 10:32:07 +1000,,"Blue Mountains National Park, Blue Mountains, NSW, AU",-33.675,150.55815,,https://www.inaturalist.org/observations/49407683,parrot3,NA,,FALSE,Angophora,49407683,0
Angophora costata,2009-01-26 15:58:58 +1100,"Bark of Sydney Red Gum (Angophora costata) near Werombi, New South Wales. Photographed in January 2001","Wollondilly, AU-NS, AU",-33.992,150.5994,"Myrtaceae, bark, Werombi, New South Wales, taxonomy:family=Myrtaceae, geocode:accuracy=200 meters, geocode:method=google earth, geo:country=Australia, Australia, Angophora, Angophora costata, Sydney Red Gum, taxonomy:genus=Angophora, taxonomy:binomial=Angophora costata, taxonomy:common=Sydney Red Gum, Angophora costata (Sydney Red Gum)",https://www.inaturalist.org/observations/49689652,arthur_chapman,100,,FALSE,Angophora,49689652,0
Angophora costata,2009-01-26 15:57:14 +1100,"Bark of Red Blloodwood (Eucalyptus gummifera) near Werombi, New South Wales. Photographed on 26January 2001.","Wollondilly, AU-NS, AU",-33.992,150.5994,"Myrtaceae, Eucalyptus gummifera, Corymbia gummifera, bark, Red Bloodwood, Werombi, New South Wales, taxonomy:family=Myrtaceae, taxonomy:genus=Corymbia, taxonomy:binomial=Corymbia gummifera, taxonomy:common=Red Bloodwood, geocode:accuracy=200 meters, geocode:method=google earth, geo:country=Australia, Australia, Corymbia gummifera (Red Bloodwood)",https://www.inaturalist.org/observations/49787486,arthur_chapman,50,,FALSE,Angophora,49787486,0
Angophora leiocarpa,2020-06-17 12:13:00 +1000,,"Brisbane QLD, Australia",-27.310575,153.0507972,,https://www.inaturalist.org/observations/49925475,gregtasney,50,,FALSE,Angophora,49925475,2
Angophora bakeri,2020-06-19 13:19:59 +1000,,"Cutting Reserve, Padstow, NSW, AU",-33.96201333,151.0404055,,https://www.inaturalist.org/observations/50123774,thebeachcomber,NA,,FALSE,Angophora,50123774,0
Angophora hispida,2020-06-15 12:09:26 +1000,,Epping,-33.77449636,151.0788,,https://www.inaturalist.org/observations/50502414,iambrodieann,4208,,FALSE,Angophora,50502414,0
Angophora costata,2020-06-26 09:13:17 +1000,,"Marsfield NSW 2122, Australia",-33.77278611,151.0959722,,https://www.inaturalist.org/observations/50975944,iambrodieann,NA,,FALSE,Angophora,50975944,0
Angophora hispida,2018-11-27 08:23:00 +1100,with hungry golden spiny ants ,"North Turramurra NSW 2074, Australia",-33.68193063,151.1568512,,https://www.inaturalist.org/observations/51201053,flipperg,244,,FALSE,Angophora,51201053,1
Angophora hispida,2020-06-29 09:14:07 +1000,,"Rouse Hill NSW 2155, Australia",-33.67399167,150.9161667,,https://www.inaturalist.org/observations/51307551,iambrodieann,NA,,FALSE,Angophora,51307551,2
Angophora costata,2020-06-29 10:05:00 +1000,,"Darks Common, Lapstone, Blue Mountains",-33.77323565,150.6310837,,https://www.inaturalist.org/observations/51336333,margaretjb,NA,,FALSE,Angophora,51336333,0
Angophora bakeri,2020-06-29 10:23:00 +1000,"Fine, opposite leaves; regrowth following severe hazard reduction in April 2016, then drought.","Darks Common, Lapstone, Blue Mountains",-33.77656193,150.630839,,https://www.inaturalist.org/observations/51336616,margaretjb,NA,,FALSE,Angophora,51336616,0
Angophora leiocarpa,2020-05-31 13:04:04 +1000,,"Arundel QLD 4214, Australia",-27.92833333,153.3527778,,https://www.inaturalist.org/observations/51350713,reecetaverner,NA,,FALSE,Angophora,51350713,0
Angophora hispida,2020-04-29 15:25:22 +1000,,"St. Ives NSW 2075, Australia",-33.743346,151.179612,,https://www.inaturalist.org/observations/51593417,twan3253,NA,,FALSE,Angophora,51593417,2
Angophora costata,2020-07-02 09:58:39 +1000,,"Wilson Glen, Woodford, NSW, AU",-33.73648333,150.480055,,https://www.inaturalist.org/observations/51668734,parrot3,NA,,FALSE,Angophora,51668734,0
Angophora costata,2018-03-27 12:58:00 +1100,"Showing the species' habit of  ""melting"" over obstructions - in this case a metal directional sign nailed to its trunk. About 10 years ago you could see ""PI"", presumably PICNIC POINT.","Fairy Dell Track, Springwood, NSW. Australia",-33.70499144,150.5649603,,https://www.inaturalist.org/observations/51734820,helen_y,15,,FALSE,Angophora,51734820,0
Angophora costata,2020-06-07 11:41:00 +1000,"The tree is exhibiting ""tension splits"" of the bark. This is caused by a growth spurt with rain after drought. The girth of the tree expands so rapidly that it splits its own bark.  Significant rain occurred in February 2020 following a two year drought.","Davies Park, Springwood, NSW, Australia",-33.708031,150.5478305,,https://www.inaturalist.org/observations/51772970,helen_y,8,,FALSE,Angophora,51772970,0
Angophora hispida,2020-07-05 10:10:00 +1000,,"Ku-Ring-Gai Chase National Park, Brooklyn, NSW, AU",-33.55164641,151.2095848,,https://www.inaturalist.org/observations/51966679,allanasheard,8,,FALSE,Angophora,51966679,0
Angophora hispida,2018-12-06 12:49:56 +1100,,Dangar Island,-33.53862725,151.2386597,,https://www.inaturalist.org/observations/52002555,lilwal,698,,FALSE,Angophora,52002555,1
Angophora floribunda,2020-07-04 14:04:57 +1000,,"Warrego Highway, Miles, QLD, AU",-26.65555333,150.17955,,https://www.inaturalist.org/observations/52566262,gsinclair,5,,FALSE,Angophora,52566262,0
Angophora floribunda,2020-07-17 14:43:24 +1000,,1227 Murrays Run Road,-33.10669139,151.1844083,,https://www.inaturalist.org/observations/53422484,potoroid,263,,FALSE,Angophora,53422484,0
Angophora hispida,2020-07-19 09:40:09 +1000,,"Heathcote NSW 2233, Australia",-34.132468,150.9909244,,https://www.inaturalist.org/observations/53570765,vadermom,NA,,FALSE,Angophora,53570765,2
Angophora hispida,2020-07-20 08:44:41 +1000,,"North Kellyville NSW 2155, Australia",-33.67991944,150.9589167,,https://www.inaturalist.org/observations/53672742,iambrodieann,NA,,FALSE,Angophora,53672742,0
Angophora bakeri,2020-06-25 15:51:00 +1000,,"Sydney NSW, Australia",-33.95626,150.9726433,,https://www.inaturalist.org/observations/53940860,kathwade,NA,,FALSE,Angophora,53940860,2
Angophora hispida,2020-06-09 15:52:49 +1000,,"Allambie Heights NSW 2100, Australia",-33.77323797,151.249363,,https://www.inaturalist.org/observations/54260646,twan3253,NA,,FALSE,Angophora,54260646,0
Angophora woodsiana,2020-07-26 10:17:00 +1000,,"Helidon QLD 4344, Australia",-27.49485278,152.1367806,,https://www.inaturalist.org/observations/54582642,martinbennett,NA,,FALSE,Angophora,54582642,2
Angophora costata,2020-07-29 10:06:48 +1000,,"Heathcote NSW 2233, Australia",-34.13071338,150.9905698,,https://www.inaturalist.org/observations/54688111,loz_dan,3,,FALSE,Angophora,54688111,0
Angophora hispida,2020-07-29 12:15:24 +1000,,"Heathcote, Sutherland Shire - West, AU-NS, AU",-34.1302503,150.9857115,,https://www.inaturalist.org/observations/54699724,loz_dan,3,,FALSE,Angophora,54699724,2
Angophora leiocarpa,2005-01-02 16:36:00 +1000,Roadside vegetation,"Mount Forbes QLD 4340, Australia",-27.73398926,152.614855,,https://www.inaturalist.org/observations/54812817,heatherrk,244,,FALSE,Angophora,54812817,1
Angophora subvelutina,2005-09-06 12:52:00 +1000,DCF 1.0,"Tallegalla QLD 4340, Australia",-27.866573,152.500562,,https://www.inaturalist.org/observations/54812988,heatherrk,5071,,FALSE,Angophora,54812988,2
Angophora costata,2020-08-01 10:24:23 +1000,Awesome perch overlooking Pittwater.,"Ku-Ring-Gai Chase NSW 2084, Australia",-33.6420359,151.2765001,,https://www.inaturalist.org/observations/55008537,pratyeka,NA,,FALSE,Angophora,55008537,0
Angophora hispida,2020-08-01 15:52:00 +1000,,"Sydney NSW, Australia",-33.6925996,151.2782697,,https://www.inaturalist.org/observations/55020038,tpyne,NA,,FALSE,Angophora,55020038,0
Angophora costata,2020-07-11 16:53:54 +1000,Interesting formation,"North Turramurra NSW 2074, Australia",-33.6658108,151.1553226,,https://www.inaturalist.org/observations/55048246,twan3253,NA,,FALSE,Angophora,55048246,0
Angophora costata,2020-08-03 15:14:12 +1000,,"Ku-Ring-Gai Chase NSW 2084, Australia",-33.5781402,151.2996585,,https://www.inaturalist.org/observations/55260089,twan3253,NA,,FALSE,Angophora,55260089,0
Angophora hispida,2020-08-03 17:09:07 +1000,,"Ku-Ring-Gai Chase NSW 2084, Australia",-33.60071792,151.2710172,,https://www.inaturalist.org/observations/55284738,twan3253,5,,FALSE,Angophora,55284738,0
Angophora woodsiana,2004-11-06 10:23:00 +1000,"Photos taken Griffith Uni, Nathan.  Presumed natural as very large tree.","Brisbane QLD, Australia",-27.54281032,153.0690557,,https://www.inaturalist.org/observations/55361922,heatherrk,122,,FALSE,Angophora,55361922,1
Angophora floribunda,2020-08-04 16:44:25 +1000,,"Moruya NSW 2537, Australia",-35.924275,150.0718167,,https://www.inaturalist.org/observations/55376544,allanlugg,NA,,FALSE,Angophora,55376544,0
Angophora hispida,2020-08-04 12:40:00 +1000,,"Garigal, Warringah, New South Wales, Australia",-33.72854167,151.1892389,,https://www.inaturalist.org/observations/55380931,thebeachcomber,5,,FALSE,Angophora,55380931,0
Angophora hispida,2020-08-04 13:12:00 +1000,,"Sydney NSW, Australia",-33.724975,151.1900028,,https://www.inaturalist.org/observations/55383651,thebeachcomber,5,,FALSE,Angophora,55383651,2
Angophora costata,2020-08-04 16:40:04 +1000,,"Bouddi NSW 2251, Australia",-33.53059695,151.3830379,,https://www.inaturalist.org/observations/55500628,twan3253,5,,FALSE,Angophora,55500628,0
Angophora hispida,2020-08-06 17:27:09 +1000,,"North Turramurra NSW 2074, Australia",-33.69106,151.144463,,https://www.inaturalist.org/observations/55608124,twan3253,220,,FALSE,Angophora,55608124,0
Angophora subvelutina,2020-08-11 08:38:47 +1000,,"Fairfield West NSW 2165, Australia",-33.87398889,150.9175222,,https://www.inaturalist.org/observations/56084396,iambrodieann,NA,,FALSE,Angophora,56084396,2
Angophora hispida,2020-08-11 09:41:00 +1000,new saeson's growth just starting to appear,"North Turramurra NSW 2074, Australia",-33.68368296,151.155478,,https://www.inaturalist.org/observations/56107494,flipperg,187,,FALSE,Angophora,56107494,0
Angophora leiocarpa,2020-08-11 11:40:00 +1000,,"Sandgate, Queensland, Australia",-27.31347,153.05,,https://www.inaturalist.org/observations/56108792,gregtasney,NA,,FALSE,Angophora,56108792,0
Angophora subvelutina,2020-08-11 10:23:00 +1000,Common large trees and saplings in this area,"Imbil QLD 4570, Australia",-26.50063021,152.6276752,,https://www.inaturalist.org/observations/56296352,aavankampen,50,,FALSE,Angophora,56296352,0
Angophora hispida,2020-08-14 11:23:31 +1000,,"Muogamarra Nature Reserve, Cowan, NSW, AU",-33.57352296,151.1664315,,https://www.inaturalist.org/observations/56380487,allanasheard,4,,FALSE,Angophora,56380487,0
Angophora subvelutina,2020-08-16 16:19:51 +1000,,"Barrow Road, Spring Farm, NSW, AU",-34.07532783,150.733825,,https://www.inaturalist.org/observations/56608038,gtaseski,5,,FALSE,Angophora,56608038,0
Angophora hispida,2020-08-16 14:13:47 +1000,Guess,"Ku-Ring-Gai Chase NSW 2084, Australia",-33.660544,151.2325384,,https://www.inaturalist.org/observations/56612405,pratyeka,NA,,FALSE,Angophora,56612405,0
Angophora floribunda,2020-08-12 14:45:00 +1000,Rough barked apple,"Fletcher QLD 4381, Australia",-28.75027219,151.8305055,,https://www.inaturalist.org/observations/56707495,martinbennett,NA,,FALSE,Angophora,56707495,2
Angophora hispida,2020-08-20 12:43:51 +1000,,"Ku-Ring-Gai Chase NSW 2084, Australia",-33.593487,151.2715017,,https://www.inaturalist.org/observations/57002969,pratyeka,NA,,FALSE,Angophora,57002969,0
Angophora robur,2020-08-22 13:54:44 +1000,,"Coaldale NSW 2460, Australia",-29.3946213,152.8364056,,https://www.inaturalist.org/observations/57274349,paul1046,7942,,FALSE,Angophora,57274349,0
Angophora bakeri,2020-08-24 11:15:00 +1000,,"Glenbrook, Blue Mountains, NSW, Australia",-33.79129167,150.6224222,,https://www.inaturalist.org/observations/57420582,meanderers,5,,FALSE,Angophora,57420582,0
Angophora hispida,2019-10-06 03:57:00 +1100,,"near Oxford Falls, NSW, Australia",-33.72925321,151.2494644,,https://www.inaturalist.org/observations/57612404,isidoreajar,68,,FALSE,Angophora,57612404,0
Angophora crassifolia,2020-08-26 11:59:09 +1000,,"St. Ives NSW 2075, Australia",-33.7030493,151.1755425,,https://www.inaturalist.org/observations/57617929,pratyeka,NA,,FALSE,Angophora,57617929,0
Angophora leiocarpa,2020-08-27 07:35:30 +1000,,"Red Hill Road, Bororen, QLD, AU",-24.24816167,151.5107283,,https://www.inaturalist.org/observations/57711657,gsinclair,5,,FALSE,Angophora,57711657,0
Angophora leiocarpa,2020-08-27 07:27:30 +1000,,"Red Hill Road, Bororen, QLD, AU",-24.248395,151.51152,,https://www.inaturalist.org/observations/57711695,gsinclair,10,,FALSE,Angophora,57711695,0
Angophora subvelutina,2020-08-29 07:46:00 +1000,See the fruit,"Ipswich - Central, Queensland, Australia",-27.75489333,152.8354233,,https://www.inaturalist.org/observations/57898758,gregtasney,NA,,FALSE,Angophora,57898758,0
Angophora floribunda,2020-08-16 10:12:00 +1000,,"Pikedale QLD 4380, Australia",-28.58875333,151.769975,,https://www.inaturalist.org/observations/57999773,bmac111,NA,,FALSE,Angophora,57999773,2
Angophora subvelutina,2020-08-16 12:13:00 +1000,9978/9/80/1/91,"Lake Manchester at Cabbage Tree Creek,  QLD 4306, Australia",-27.48648579,152.7409157,,https://www.inaturalist.org/observations/58004000,nyoni-pete,100,,FALSE,Angophora,58004000,0
Angophora hispida,2020-08-31 09:45:00 +1000,budding up/spring leaves forming,"North Turramurra NSW 2074, Australia",-33.68386575,151.1558105,,https://www.inaturalist.org/observations/58127076,flipperg,123,,FALSE,Angophora,58127076,0
Angophora costata,2020-09-03 14:58:00 +1000,,"Wedderburn NSW 2560, Australia",-34.14032816,150.8398588,,https://www.inaturalist.org/observations/58492162,isidoreajar,3575,,FALSE,Angophora,58492162,2
